"Duration (in seconds)","Finished","RecordedDate","ExternalReference","UserLanguage","Q5","Q6","Q1","Q7","Q8","Q9","Q27","Q10","Q24","Q23","Q24_1","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q19_6","Q19_7","Q19_8","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q21_7","Q21_8","Q22_1","Q22_2","Q22_3","Q22_4","Q29_1","Q29_2","Q29_3","Q29_4","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","source","RandomID","Q40 - Parent Topics","Q40 - Topics"
"90","True","2020-06-01 19:54:06",NA,"EN","Tamil Nadu","MADURAI","2","20-29","Male","0","Yes","SUPERVISOR","No","1-5","1-5","1","1","0","1","0","1","0","2","2","1","0","1","0","1","0","1","4","2","3","3","3","2","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","6240",NA,NA
"114","True","2020-06-01 19:54:21",NA,"EN","Tamil Nadu","chennai","3","20-29","Male","1","Yes","manager","Yes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","mturk","3770",NA,NA
"160","True","2020-06-01 19:54:23",NA,"EN","Tamil Nadu","MADURAI","4","20-29","Male","1","Yes","DATA ENTRY","Yes","1-5","1-5","5","6","5","6","5","6","6","6","5","6","6","5","5","6","6","7+",NA,NA,NA,NA,NA,NA,NA,NA,"3","4","5+","4","4","4","4","3","4","5+","4","3","mturk","4738",NA,NA
"353","True","2020-06-01 19:56:14",NA,"EN","Tamil Nadu","madurai","4","20-29","Male","0","No",NA,"No","1-5","1-5","1","3","1","2","3","2","3","4","1","2","2","1","3","2","4","5",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","2","1","2","3","1","2","1","3","2","1","mturk","4600",NA,NA
"200","True","2020-06-01 19:57:36",NA,"EN","Tamil Nadu","Salem","5+","20-29","Male","1","Yes","Underwriter","No","0","1-5","2","6","3","4","5","2","0","0","1","5","2","4","6","1","0","0","1","2","3","4","2","1","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","5425",NA,NA
"57","True","2020-06-01 19:57:42",NA,"EN","Tamil Nadu","madurai","4","20-29","Male","1","Yes","data entry","Yes",NA,"6-10","4","3","2","3","5","5","4","2","3","3","5","4","2","1","5","4",NA,NA,NA,NA,NA,NA,NA,NA,"4","3","2","1","2","4","4","3","2","1","3","4","mturk","9559",NA,NA
"140","True","2020-06-01 19:58:21",NA,"EN","Tamil Nadu","chennai","3","30-39",NA,"1","Yes","Information Technology","No","1-5","1-5","6","7+","4","6","7+","6","7+","6","6","4","6","7+","6","4","5","6","5+","4","3","5+","3","5+","4","5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","1385",NA,NA
"118","True","2020-06-01 19:58:30",NA,"EN","Tamil Nadu","MADURAI","3","20-29","Male","3","Yes","INFORMATION TECHNOLOGY","Yes","1-5","1-5","4","5","6","3","4","5","6","7+","4","5","6","2","4","5","6","5",NA,NA,NA,NA,NA,NA,NA,NA,"2","3","4","3","5+","2","3","2","4","3","5+","2","mturk","7637",NA,NA
"83","True","2020-06-01 19:59:02",NA,"EN","Tamil Nadu","MADURAI","5+","20-29","Female","0","Yes","DATA ENTRY","No","0","1-5","3","4","3","4","5","5","4","4","4","5","4","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,"2","1","2","2","3","3","3","2","4","4","3","3","mturk","4783",NA,NA
"217","True","2020-06-01 19:59:11",NA,"EN","Tamil Nadu","madurai","5+","20-29","Male","1","Yes","data entry","No","1-5","0","4","3","4","4","5","6","5","5","3","5","5","4","4","4","5","5","2","3","4","3","3","1","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","2614",NA,NA
"374","True","2020-06-01 19:59:38",NA,"EN","Tamil Nadu",NA,"2","20-29","Female","1","No",NA,"No","0","1-5","1","1","1","3","2","0","1","1","2","1","3","3","2","3","4","3",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","0","0","1","1","0","0","0","mturk","9607",NA,NA
"167","True","2020-06-01 19:59:38",NA,"EN","Tamil Nadu","MADURAI","3","20-29","Male","2","Yes","SOFTWARE WORKER","No","1-5","1-5","3","4","3","3","2","3","2","3","5","4","5","4","5","4","5","4","4","3","3","3","4","5+","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","6086",NA,NA
"201","True","2020-06-01 19:59:42",NA,"EN","Tamil Nadu","MADURAI","3","20-29","Male","1","Yes","Software worker","No","1-5","1-5","2","3","3","4","4","3","2","3","4","5","4","6","5","4","5","6","4","3","2","3","4","4","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","8518",NA,NA
"87","True","2020-06-01 20:00:11",NA,"EN","Tamil Nadu","MADURAI","3","20-29","Male","3","Yes","INFORMATION TECHNOLOGY","Yes","1-5","1-5","4","5","6","3","4","5","7+","6","5","3","6","5","7+","3","4","5",NA,NA,NA,NA,NA,NA,NA,NA,"3","4","5+","2","3","4","2","4","5+","2","3","4","mturk","7436",NA,NA
"140","True","2020-06-01 20:00:56",NA,"EN","Tamil Nadu","MATHURI","2","20-29","Male","2","Yes","NET WORK","Yes","1-5","1-5","3","4","3","4","3","5","4","4","3","4","5","4","5","4","4","5","2","3","3","3","2","3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","9807",NA,NA
"134","True","2020-06-01 20:01:24",NA,"EN","Tamil Nadu","TIRUCHIRAPPALLI","4","20-29","Female","1","Yes","ASSISTANT PROFESSOR","No","1-5","0","6","4","4","6","4","4","5","6","4","5","5","7+","7+","4","6","7+","3","4","2","3","1","2","3","5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","1566",NA,NA
"79","True","2020-06-01 20:01:57",NA,"EN","Tamil Nadu","MADURAI","4","20-29","Male","2","Yes","DATA ENTRY","Yes","1-5","11-15","3","2","3","5","4","3","1","2","2","3","6","5","4","3","3","5",NA,NA,NA,NA,NA,NA,NA,NA,"3","2","1","2","3","3","3","2","1","3","3","2","mturk","3488",NA,NA
"268","True","2020-06-01 20:02:18",NA,"EN","Tamil Nadu","Coimbatore","5+","30-39","Male","1","Yes","Executive","No","0","1-5","2","6","5","4","5","2","0","0","3","7+","2","6","5","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"1","2","1","0","4","3","1","0","0","0","3","4","mturk","5367",NA,NA
"171","True","2020-06-01 20:05:10",NA,"EN","Tamil Nadu","madurai","3","20-29","Male","0","Yes","manager","No","1-5","0","6","5","6","5","4","6","5","6","5","5","4","6","5","4","6","5",NA,NA,NA,NA,NA,NA,NA,NA,"4","3","2","4","3","4","4","2","4","3","2","4","mturk","9105",NA,NA
"345","True","2020-06-01 20:05:35",NA,"EN","Tamil Nadu","TIRUPUR","4","30-39","Male","0","Yes","BUSINESS","No","1-5","1-5","3","5","5","5","3","6","5","5","5","6","5","5","5","4","5","5","3","4","3","3","2","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","7162",NA,NA
"233","True","2020-06-01 20:07:03",NA,"EN","Tamil Nadu","Chennai","5+","30-39","Female","1","Yes","Lecturer","No","0","1-5","2","6","1","5","4","1","0","0","1","6","3","5","4","2","0","0","2","1","3","4","1","2","5+","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mturk","3826",NA,NA
"103","True","2020-06-01 20:10:11",NA,"EN","Tamil Nadu","MADURAI","2","20-29",NA,"2","Yes","INFORMATION TECHNOLOGY","Yes","1-5","6-10","5","4","6","3","4","6","7+","5","3","2","4","5","6","5","7+","6",NA,NA,NA,NA,NA,NA,NA,NA,"3","2","4","5+","4","3","4","3","4","5+","3","3","mturk","8343",NA,NA
"316","True","2020-06-01 20:13:56",NA,"EN","Maharashtra","Mumbai","4","50-59","Female","3","No",NA,"No","1-5","0",NA,"1",NA,"1","1","0","0","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1","1","0","0","0","4","1","1","0","0","0",NA,"2356",NA,NA
"457","True","2020-06-01 21:33:47",NA,"EN","Maharashtra","Mumbai","5+","30-39","Female","2","No",NA,"Yes","1-5","0","5","2","1","1","0","0","0","0","5","2","0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","1","4","1","1","1","0","0","4",NA,"6098",NA,NA
"766","True","2020-06-01 21:40:46",NA,"EN","Maharashtra","Mumbai","4","40-49","Female","0","No",NA,"No","1-5","0","1","1","1","0","1","0","0","1","1","1","1","0","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"3","2","1","1","2","2","3","2","1","0","2","2",NA,"4127",NA,NA
"244","True","2020-06-02 10:47:43",NA,"EN","Maharashtra","Mumbai","5+","50-59","Male","0","No",NA,"Yes","1-5","0","5","1","0","1","1","2","2","3","1","1","1","1","1","2","2","1",NA,NA,NA,NA,NA,NA,NA,NA,"4","1","1","1","0","0","1","1","1","1","0","0",NA,"3519",NA,NA
"188","True","2020-06-02 11:05:58",NA,"EN","Uttar Pradesh","Lucknow","5+","40-49","Female","2","No",NA,"No","1-5","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"3","0","0","0","0","0","1","0","0","0","0","0","ashish","5055",NA,NA
"304","True","2020-06-02 11:08:14",NA,"EN","Maharashtra","Mumbai","4","40-49","Female","0","Yes","Teaching","No","0","0","0","2","2","1","2","0","0","2","1","3","2","1","2","0","0","2","2","1","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","3460",NA,NA
"187","True","2020-06-02 11:16:49",NA,"EN",NA,NA,"4","60+","Male","1","Yes","Teacher","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","5338",NA,NA
"138","True","2020-06-02 11:20:24",NA,"EN","Karnataka","Banglore","2","30-39","Male","2","Yes","Engineer","Yes","0","0","1","1","0","0","2","0","0","0","1","1","0","0","2","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","ashish","5567",NA,NA
"300","True","2020-06-02 11:32:34",NA,"EN","Telengana","Hyderabad","4","40-49","Female","1","Yes","Software","Yes","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1","0","0","0","0","0","0","0","0","ashish","2761",NA,NA
"264","True","2020-06-02 11:40:06",NA,"EN","Maharashtra","Mumbai","1","50-59","Female","0","Yes","Teaching and research","Yes","1-5","1-5","1","2","1","1","2","0","0","1","1","3","2","1","2","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","1","1","2","1","2","1","0","1","ashish","4993",NA,NA
"471","True","2020-06-02 11:50:30",NA,"EN","Maharashtra","मुंबई","0","40-49","Female","0","Yes","Teaching","No","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","3217",NA,NA
"252","True","2020-06-02 11:54:29",NA,"EN","Karnataka","Ballari","3","30-39","Female","1","Yes","Lecturer","No","1-5","0","1","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","1","1","1","0","1","1","ashish","4389",NA,NA
"641","True","2020-06-02 12:17:10",NA,"EN","Uttar Pradesh","Ghaziabad","4","40-49","Female","0","Yes","Doctor","Yes","0","0","1","2","0","0","0","0","1","1","0","0","0",NA,"0","0","0","0","5+","1","3",NA,"1","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","9686",NA,NA
"455","True","2020-06-02 12:28:45",NA,"EN",NA,"New Delhi","4","40-49","Female","1","No",NA,"Yes","1-5","0","0","1","1","1","1","0","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","1","1","4","4","2","2","1","1","2","2","ashish","1927",NA,NA
"283","True","2020-06-02 12:35:34",NA,"EN","Maharashtra","Mumbai","4","50-59","Female","1","Yes","Teaching","No","1-5","0","4","3","3","3","4","0","4","4","7+","2","1","2","0","0","0","4","2","0","5+","5+","5+","5+","5+","5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","8605",NA,NA
"276","True","2020-06-02 12:40:51",NA,"EN","Madhya Pradesh","Bhopal","4","40-49","Male","2","Yes","Civil engineer","Yes","6-10","6-10","0","7+","7+","2","4","0","0","0","0","3","2","2","3","0","0","0","2","2","0","2","2","2","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","8886",NA,NA
"339","True","2020-06-02 13:10:21",NA,"EN","Uttar Pradesh","Lucknow","3","40-49","Male","0","Yes","Service","No","0","0","0","3","1","0","3","0","0","0","0","3","1","0","3","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","ashish","8809",NA,NA
"196","True","2020-06-02 13:31:42",NA,"EN","Maharashtra","Mumbai","3","30-39","Female","0","Yes","Business","No","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","0","0","0","0","0","ashish","7813",NA,NA
"207","True","2020-06-02 13:41:08",NA,"EN","Maharashtra","Mumbai","2","40-49","Female","0","Yes","Teacher","No","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5+","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","9761",NA,NA
"237","True","2020-06-02 14:06:56",NA,"EN","Karnataka","Bangalore","3","40-49","Male","0","Yes","Sales","No","0","0","1","1","0","1","2","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","5562",NA,NA
"232","True","2020-06-02 15:39:54",NA,"EN","Uttar Pradesh","Lucknow","2","60+","Female","1","No",NA,"Yes","6-10","6-10","1","1","0","0","4","0","0","2","1","3","2","2","6","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"5+","5+","1","0","0","2","5+","2","3","5+","5+","5+","ashish","5740",NA,NA
"251","True","2020-06-02 19:18:39",NA,"EN","Maharashtra","Mumbai","3","40-49","Male","0","Yes","Managment Consulting","No","6-10","1-5","0","2","1","1","2","1","1","3","0","2","2","2","2","2","4","4",NA,NA,NA,NA,NA,NA,NA,NA,"5+","2","2","5+","3","3","5+","2","2","5+","5+","5+","ashish","4090",NA,NA
"187","True","2020-06-02 19:22:18",NA,"EN","Haryana","Gurgaon","5+","30-39","Male","2","Yes","Professional","Yes","1-5","0","0","1","1","1","1","1","0","1","0","1","0","1","0","1","0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","2478",NA,NA
"376","True","2020-06-02 19:27:28",NA,"EN","Uttar Pradesh","LUCKNOW","4","40-49","Male","1","Yes",NA,"No","1-5","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","1","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","5206",NA,NA
"341","True","2020-06-02 20:03:50",NA,"EN",NA,"Delhi","3","50-59","Female","0","No","Na","Yes","1-5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","0","0","1","1","1","1","0","0","ashish","9733",NA,NA
"79","True","2020-06-02 20:41:03",NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","6505",NA,NA
"344","True","2020-06-02 21:52:04",NA,"EN","Karnataka","Bangalore","1","40-49","Male","0","Yes","IT","No","1-5","0","0","1","1","1","1","0","0",NA,"0","2","1","1","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","ashish","5605",NA,NA
"625","True","2020-06-02 22:46:39",NA,"EN",NA,"Gurgaon","2","40-49","Male","0","Yes","It services","No","0","0","0","1","0","0","1","0","0","4","0","2","1","0","1","0","0","5","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","3428",NA,NA
"217","True","2020-06-02 23:57:17",NA,"EN","Maharashtra","Thane","5+","40-49","Male","2","Yes","Business Executive","Yes","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","ashish","5088",NA,NA
"379","True","2020-06-03 00:05:29",NA,"EN","Maharashtra","Mumbai","1","40-49","Male","0","No",NA,"No","0","0","0","1","0","1","0","0","1","1","1","1","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","2","1","1","0","1","0","2","ashish","7923",NA,NA
"381","True","2020-06-03 00:11:44",NA,"EN","Maharashtra","Mumbai","3","30-39","Female","0","No",NA,"No","1-5","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","1","1","0","0","0","1","ashish","6231",NA,NA
"218","True","2020-06-03 00:14:20",NA,"EN","Maharashtra","Mumbai","1","40-49","Male","0","Yes","Banker","Yes","1-5","0","0","2","1","0","2","1","1","1","0","1","1","0","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","1","0","0","1","0","0","ashish","6991",NA,NA
"767","True","2020-06-03 00:16:26",NA,"EN","Maharashtra","Mumbai","4","40-49","Male","2","Yes","Sales","Yes","1-5","0","1","1","1","1","3","1","1","1","4","4","2","1","3","1","1","1","4","5+","0","4","5+","3","5+","5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","6423",NA,NA
"173","True","2020-06-03 00:19:36",NA,"EN","Maharashtra","MumbaÍ","5+","50-59","Male","2","Yes","Own business (Edtech)","Yes","1-5","0","0","2","2","0","1","0","0","1","0","2","1","0","1","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","0","1","1","1","0","0","0","ashish","7810",NA,NA
"283","True","2020-06-03 00:20:42",NA,"EN","Maharashtra","Nallasopara","4","50-59","Male","1","Yes","Service","Yes","1-5","1-5","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","4",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","5+","5+","1","1","1","5+","5+","5+","ashish","9164",NA,NA
"557","True","2020-06-03 00:26:36",NA,"EN","Maharashtra","Mumbai","2","40-49","Male","2","Yes","Pharma professional","Yes","1-5","0","1","1","1","1","1","1","5","2","1","0","0","0","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","2","0","2","1","1","1","2","0","2","ashish","4600",NA,NA
"384","True","2020-06-03 00:31:57",NA,"EN","Maharashtra","Thane","5+","40-49","Female","2","Yes","Private services","No","0","0","0",NA,"2","0","0","0","0","0","1","2","2","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1",NA,"0","0","0",NA,"0","0","0","ashish","7018",NA,NA
"296","True","2020-06-03 00:42:09",NA,"EN","Maharashtra","Mumbai","2","40-49","Male","0","Yes","Pharmaceutical Physician (Medical Affairs)","Yes","0","0","0","1","1","1","1","1","0","1","0","1","0","1","1","1","0","1",NA,NA,NA,NA,"1","1","0","5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","1910",NA,NA
"458","True","2020-06-03 00:52:59",NA,"EN","Karnataka","Bangalore","3","30-39","Male","0","Yes","Private employee","No","0","0","1","2","0","1","0","0","0","1","1","1","0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","4","5+","5+","0","0","0","5+","5+","5+","ashish","2521",NA,NA
"245","True","2020-06-03 00:58:13",NA,"EN","Maharashtra","Kalyan","3","30-39","Male","2","Yes","Training & development","No","0","0","1","1","1",NA,"1","0","0","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","7028",NA,NA
"235","True","2020-06-03 01:00:54",NA,"EN","Telengana","Hyderabad","3","40-49","Male","0","Yes","Senior Manager","No","0","0","1","0","1","1","1","0","1","0","1","0","2","2","1","1","2","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","4","3","1","2","1","1","5+","4","ashish","2099",NA,NA
"469","True","2020-06-03 01:02:00",NA,"EN","Uttar Pradesh","Lucknow","3","40-49","Female","0","Yes","Teacher","No","1-5","0","0","1","1","1","1","0","0","1","0","1","1","1","1","0","0","1","1","1","0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","2878",NA,NA
"324","True","2020-06-03 01:06:12",NA,"EN","Maharashtra","Mumbai","5+","30-39","Female","1","Yes",NA,"Yes","1-5","0","1","1","2","1","5","1","7+","7+","1","7+","5","7+",NA,"7+","7+","7+",NA,NA,NA,NA,NA,NA,NA,NA,"2","2","1","1","1","1","1","1","1","1","1","1","ashish","9121",NA,NA
"538","True","2020-06-03 01:08:04",NA,"EN","Maharashtra","Thane (west)","5+","60+","Male","2","No","Retired","Yes","1-5","0","0","1","1","1","1","1","0","5","0","1","1","1","2","1","1","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","1","1","0","1","1","0","1","ashish","6549",NA,NA
"139","True","2020-06-03 01:09:54",NA,"EN","Tamil Nadu","Chennai","3","20-29","Female","0","Yes","Self occupied","Yes","0","0","0","1","0","0","1","0","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1","0","0","0","0","0","1","0","0","0","sahaana","1870",NA,NA
"318","True","2020-06-03 01:16:54",NA,"EN","West Benagal","Kolkata","2","40-49","Male","1","Yes","Service","Yes","0","0","0","2","2","0","2","0","0","1","0","1","1","0","2","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","2","0","0","0","1","0","2","ashish","6013",NA,NA
"348","True","2020-06-03 01:21:12",NA,"EN","Jharkhand","Ranchi","3","40-49","Male","0","No",NA,"Yes","0","0","2","2","1","0","2","0","0","2","2","2","0","0","1","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","ashish","4698",NA,NA
"116","True","2020-06-03 01:26:49",NA,"EN","Tamil Nadu","Chennai",NA,NA,NA,NA,NA,"Self employed","Yes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0","0","1","0","0","0","0","0","0","sahaana","4625",NA,NA
"275","True","2020-06-03 01:29:19",NA,"EN","Maharashtra","Mumbai","2","40-49","Male","0","Yes","Working with MNC","No","0","0","0","1","2","0","1","0","0","1","0","1","2","1","1","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2","1","2","1","1","1","1","1","1","ashish","9711",NA,NA
"651","True","2020-06-03 01:40:54",NA,"EN","West Benagal","Kolkata","3","50-59","Female","0","Yes","Service.","Yes","0","0","0","2","1","1","1","0","0","0","1","2","1","1","1","1","0","0","4","4","5+","5+","5+","5+","5+","5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","4210",NA,NA
"488","True","2020-06-03 01:42:15",NA,"EN",NA,NA,"3","50-59","Male","1","Yes","Corporate trainer in pharmaceutical company","No","1-5","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","1","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","7893",NA,NA
"279","True","2020-06-03 01:44:01",NA,"EN","Tamil Nadu","Chennai","4","50-59","Female","0","No",NA,"No","1-5","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0","0","sahaana","5506",NA,NA
"5221","True","2020-06-03 01:46:53",NA,"EN","Punjab","Amritsar","4","40-49","Male","1","Yes","Pharmacy","Yes","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","2247",NA,NA
"386","True","2020-06-03 02:20:16",NA,"EN","Kerala","Kochi","1","50-59","Female","0","No",NA,"Yes","0","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0","0","sahaana","4634",NA,NA
"410","True","2020-06-03 02:52:46",NA,"EN","Tamil Nadu","Chennai","5+","20-29","Male","1","Yes","Self employed","Yes","1-5","0","1","3","1","2","4","1","0","1","0","0","1","0","2","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","0","0","0","0","0","0","0","0","sahaana","6376",NA,NA
"318","True","2020-06-03 02:57:16",NA,"EN","West Benagal","North 24 Parganas","3","40-49","Male","0","Yes","Self Employed","Yes","1-5","0","1","2","1","0","1","0","0","0","1","1","1","0","1","0","0",NA,"5+","5+","2","5+","2","3","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ashish","3075",NA,NA
"283","True","2020-06-03 03:00:37",NA,"EN","Tamil Nadu","Chennai","3","20-29","Female","1","No",NA,"Yes","1-5","0","0","1","0","1","0","0","0","1","1","2","2","1","1","1","1","3",NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0","0","0","1","1","1","0","0","0","sahaana","6862",NA,NA
"408","True","2020-06-03 03:42:55",NA,"EN","Tamil Nadu","Chennai","3","20-29","Male","0","No",NA,"Yes","1-5","0","0","2","0","1","2","0","0","2","1","2","2","1","2","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1","0","0","2","2","0","0","0","2","2","sahaana","2593",NA,NA
